geo_delta,noise_delta,temp_delta,state_label
77.82868172817635,5.203504664241727,1.8612884111623127,1
143.07440032167744,1.0207675517707466,0.37873502197097775,2
0.31283246712572876,33.2410525770981,1.9832010502668111,0
17.13326764268725,6.729981540196329,1.15738094859251,1
73.2658276243834,10.97684521466247,1.6894374341531275,1
15.938373829566913,6.9114892597821385,1.7799487158955252,1
0.2240488078884162,9.435967895958022,2.08609761723633,1
3.8766529623155743,27.611802094015832,1.9164553691007264,0
21.48037372570602,6.326123622356443,1.7645576657889674,1
19.569008238071877,13.489660107204172,2.3815788870921524,1
13.623327784969158,25.870888676593253,2.1179514636631493,0
7.155669823835992,6.90271630232336,2.2242420532023965,1
7.693554301930355,10.99449343824835,1.6091131787008188,1
16.67882829086799,6.178667332642887,1.9120248097827868,1
17.055670138842594,35.094951565172146,2.1420586939987825,0
62.62821822894923,1.0488165433644092,0.6686826210011083,2
18.391354847917164,1.0804043615301389,0.5140656268743479,2
14.275294490147694,28.55569003079454,5.326469310155344,0
8.836056219091004,26.068604521217747,2.5977102782856387,0
7.7752994390406975,11.655558806961988,1.6081019513101777,1
21.98366437970476,23.800216906916603,3.2180777338754334,0
16.156037049196296,10.333838259110445,2.0507227556632657,1
23.178147265177177,9.227870736488889,0.918032007926516,1
71.75851644785934,1.7451154358108114,0.40570426835777246,2
0.8306752626752734,0.9781882241989623,0.4648863402160537,2
12.027862454160395,27.781749624808164,3.8699097491388743,0
16.40363915858205,8.82864039991049,1.2954941856953852,1
11.024737641112525,27.645231787289227,1.3278902606003027,0
16.031301272786273,4.409972139071756,0.47780549103751,2
18.97073380708969,2.191143058080807,0.3696718348047362,2
3.3632543138304882,0.21732690388646958,0.354747627399958,2
49.04081746676938,1.4780464747167223,0.557964993816952,2
1.7120539891045143,8.559232254550633,1.923813418358243,1
0.8124968193155918,9.493301650808023,1.2252611661128308,1
18.58123472254493,12.15045308177602,1.5015891584571277,1
11.168265286018054,9.39265006555994,1.7503643698603117,1
9.28372533055413,0.6246970116733426,0.34476285902373616,2
3.1081015768468,14.969438323446365,1.2712651154650492,1
12.711975573649987,27.861787958624117,2.859069609368382,0
2.0165523031400485,6.3953584844000035,1.8789040072239993,1
21.682217178287715,22.827745278170113,1.8154806976246258,0
16.689037849095804,23.893353704217823,2.7171213522187645,0
97.65254318809066,20.725766676620367,2.7202937841868526,0
3.5857533834348807,26.194509228078648,2.435536529829227,0
93.20611598042744,4.890324289763976,0.2340088255566516,2
135.70368883232064,0.8967955785656958,0.3595714601300445,2
6.308948524809874,9.918682262832121,0.7209564947125153,1
97.72705038788104,9.549618887224211,1.7927361646591116,1
2.893037938759113,3.4082638784274417,0.2527736301143778,2
13.233963068750127,12.700145761289832,2.247305552032124,1
73.70592060606478,16.09259765339843,4.17381689668113,0
12.241402747181601,27.72222848170103,4.652639351478334,0
3.4427694983395734,25.306433562459237,2.2122964248233226,0
22.309623716023182,11.717946063514853,1.6727373286570213,1
6.5223178989017,23.080430922614305,2.2200871635461366,0
3.5624503380435963,14.588002996061235,1.5723683756685678,1
11.331125072368062,35.71893268974593,2.4859542314128507,0
137.54204945896097,0.029747142271948412,0.3509564142277336,2
8.914676888399795,23.324826372565973,2.5011097807216194,0
22.82221462585347,0.08598671344243325,0.45293677645221425,2
22.13417986342239,3.997921096521554,0.4860692330377875,2
128.86680886408897,8.458411281220455,0.9384932123833761,1
4.652058015525892,8.704988058769931,0.7274293139694776,1
11.243313496086014,21.23464512567974,3.285144122165232,0
85.56964688919881,2.781124871666599,0.40598540778453795,2
63.75382991554639,24.137433948938526,4.0704004170813795,0
2.833119091006103,28.02439381811704,4.017702956145188,0
2.0886687232656547,1.7418447027882493,0.45374438542865575,2
13.6525625282308,12.83427978234997,1.3987726636811864,1
102.93658328777357,16.90813891967366,3.614532394331654,0
6.287540446075543,27.107210395260154,3.9117604717083325,0
115.2076781871967,25.012194650011306,2.387262138262363,0
1.5538350810030244,4.03659105551314,0.34204647812358624,2
3.9636480331259936,12.256062539059243,1.616857901791722,1
19.135673022468502,5.76857069386094,1.1233737487116564,1
2.1999834132521574,4.529553210003019,0.02184463963975014,2
2.2709352251859354,2.4619957358610884,0.38161442503561654,2
1.854666958608206,8.242056075657368,0.49854768277815853,1
17.344992870000723,7.557227482125156,2.4530766368720047,1
5.945394484490893,12.139533585682006,2.218778072759561,1
17.77038558324228,26.29220922334581,2.3383535963118196,0
7.212428378002087,0.49385072860780266,0.21857832943051855,2
13.939923757413766,9.614149223812555,1.4898070385488122,1
24.96203260828076,1.1667581689737971,0.31405028296590376,2
131.4929416513719,6.434418285017356,1.6718815650629788,1
13.722472513363144,1.7756131781099362,0.6435763637748106,2
4.865272751613972,11.277458176699213,1.1509231710276542,1
16.119688330717363,0.3687729135888298,0.31346289125384064,2
14.637991004533554,14.712078712673662,1.107207829717062,1
24.283931313878952,30.432748076533926,0.16953173851722303,0
5.945549503661105,11.168487732802639,2.486139900010544,1
17.20148384798395,11.74983693383906,1.2352147335386492,1
11.9631738875564,1.1142790564409184,0.4919010821390148,2
14.481971065449923,30.537159696625,2.0103190512630063,0
149.1361965745185,12.825133502285496,1.7688056807740082,1
20.014652120178102,10.213027241253481,1.8125091182624389,1
10.347061576708983,7.941199824460922,1.549063962783683,1
4.962555408300117,7.552346415637196,1.6226850245622437,1
0.9806734565560304,3.1554386902785083,0.31209865398940856,2
108.19727836434063,15.13811869445992,1.8165901246425684,1
129.5478412081372,10.92168050276125,1.5438783845587662,1
9.69857889756348,1.5316388075636098,0.4583945992486617,2
0.8269233622059724,10.89330082024932,1.688844749344212,1
149.3619559040502,6.324785232076682,0.7123009106332611,1
18.379931631581258,4.216212095654072,0.2674608456480275,2
23.938746745993242,25.281801315956137,3.0728363711481053,0
9.099410992436843,1.7913218106016016,0.29190565876867125,2
23.107827444334376,22.238619841002457,2.0803329228683998,0
2.3155877661946405,11.580622097267366,2.1191745468751972,1
15.346282205297367,6.61702843180014,1.2384267174294206,1
14.35557459802537,1.2773686056675928,0.5045365007872714,2
8.22732161077486,11.258010260184001,1.1093364928886835,1
54.21101730967902,28.26271535732451,3.8475665520057243,0
5.130182909174211,1.2158967635256102,0.22869488549783087,2
58.03581371958038,2.0530135555635507,0.3749372772603853,2
0.6634241076461239,12.356388860645605,1.577265306760501,1
9.366731207185563,27.249245498450048,3.1174124219223445,0
1.3581869338295944,0.5660379597176244,0.4630429371235401,2
7.32105673676591,22.34625744362664,3.3248174929675534,0
11.13658100013398,21.523430679143456,3.1891872206596092,0
20.08221548853885,8.391555614257715,1.9174728084192103,1
14.717429582612018,5.597332162742591,1.6870595932538706,1
19.774279890544015,1.0353535974764136,0.5274136741953506,2
75.97679919145463,16.348552358594922,0.7472281405220982,1
3.9462245037380383,7.925348009017448,0.9111114043600709,1
139.98335031857138,9.922081395058022,0.07133230347841413,1
7.204871827553763,33.15081698173943,3.3884464634974134,0
1.2077777848148175,21.53900743472165,1.275734424873182,0
7.801338427691324,5.589892577697606,2.2549202887627997,1
10.704848179241235,8.369273863209287,1.132093830693373,1
2.2191433917737062,10.76168265094904,1.2481071271694542,1
22.161561913072045,16.6923614356497,4.150619811139636,0
23.014532594922876,6.643303105304961,2.02867707426126,1
19.883739469495236,8.697003747377764,1.1033722440804432,1
15.63880675225436,0.09883803812564373,0.4882037601671662,2
3.9015626579970206,27.157648508104913,2.8080415477705354,0
17.116615586708097,5.789227628551451,1.3393120952553694,1
1.5592628427530815,25.105082026786,3.380159648960435,0
22.409243853997186,0.9276867116476444,0.17750556678548848,2
2.2721922378028614,0.11431309205218643,0.2868042235790989,2
5.841849523325732,3.1049373807606275,0.3498470623877299,2
3.3804694330413607,36.02676078848865,2.6325850102409047,0
7.68185856407656,10.940978239940348,0.9323515906837747,1
4.356350376848839,1.327682825157141,0.1186075567894686,2
24.491770858097475,1.5633713566606855,0.43663085067383633,2
34.063096175827845,8.269858091522238,1.8990086903613144,1
